listing_id,price(dollars),nbhood_borough,nbhood_zone,host_name,last_review,description,room_type
27923071,36.0,Manhattan, Harlem,Kazuya,2019-06-15,A Nice Room to Stay in the Heart of Manhattan,private room
27923577,399.0,Queens, Jamaica,Jeff,2019-07-05,NYC HUB XL @ 900ft from subway; 30 min to Midtown,entire home/apt
27925378,140.0,Brooklyn, Williamsburg,Mat,2019-06-22,Peaceful Studio In South Williamsburg,entire home/apt
27926502,177.0,Brooklyn, Greenpoint,Flannery,2019-07-01,Cozy Greenpoint Railroad Apartment,entire home/apt
27926975,65.0,Manhattan, Harlem,Rahat,2019-06-29,Artsy Harlem room with quick access to everything,private room
27927068,150.0,Brooklyn, Williamsburg,Geoffrey,2019-05-28,Designer Beach House Studio in Williamsburg,entire home/apt
27927147,50.0,Brooklyn, Sunset Park,Esther,2019-06-30,Private Room w/ Private Shower,private room
27928809,104.0,Brooklyn, Williamsburg,Jan,2019-06-23,The Ultimate W-Burg Experience-Historic Building!,entire home/apt
27929173,54.0,Brooklyn, Borough Park,Zsanett,2019-02-01,Private room in Brooklyn(Borough park) safe area,private room
27929389,75.0,Brooklyn, Bushwick,Diana,2019-05-31,Gracious Spacious Bushwick Loft,private room
27929894,300.0,Manhattan, Upper East Side,Jimmy,2019-06-23,Beautiful 3 bed apt close to Central Park,entire home/apt
27929993,280.0,Manhattan, Hell's Kitchen,Jazzy,2019-06-02,*Rare Find* AMAZING Two Bed Property,entire home/apt
27933214,97.0,Brooklyn, Bergen Beach,Eli,2019-06-30,Beautiful Studio in Brooklyn,entire home/apt
27933429,130.0,Brooklyn, Williamsburg,Caleb,2019-01-01,Cute Williamsburg studio,entire home/apt
27933622,95.0,Brooklyn, Williamsburg,Yasser,2019-07-04,Room with Private Entrance in Williamsburg,private room
27933916,40.0,Queens, Woodside,Momoyo,2019-05-05,Renovated Bathroom and floor with PRIVATE Backyard,private room
27934322,38.0,Queens, Ridgewood,Bedly Bushwick,2019-06-19,5min to metro - Cozy and Bright - Shared Kitchen,private room
27934546,70.0,Brooklyn, Williamsburg,Florence,2019-01-03,Artist Loft Room,private room
27935275,600.0,Brooklyn, Crown Heights,Natalie,2019-07-01,Stunning 5 BR Townhouse with Chef's Kitchen #10288,entire home/apt
27935946,29.0,Brooklyn, Sunset Park,Shimin,2019-04-27,Cozy room 20-101,private room
27936288,135.0,Manhattan, Chinatown,Elle,2019-04-19,Cute & Comfy 1 bedroom apt (Downtown NYC),entire home/apt
27936320,58.0,Brooklyn, Bushwick,Xavier,2019-03-23,Bushwick Duplex Haven near L train,private room
27936628,120.0,Manhattan, East Harlem,Daniela,2019-04-28,Beautiful room in East Harlem!,private room
27936839,110.0,Brooklyn, Williamsburg,Marcos,2019-06-11,Big & Sunny room w/toilet in Williamsburg,private room
27937564,130.0,Manhattan, West Village,Julianne,2019-06-05,Idyllic West Village Bedroom - Private Room,private room
27938207,50.0,Staten Island, Clifton,Nina,2019-04-28,Private Room in Charming NYC Guest Suite (single),private room
27939557,40.0,Staten Island, Clifton,Nina,2019-04-13,Private room in Charming NYC Guest Suite (Double),private room
27948294,495.0,Brooklyn, Crown Heights,Amber,2019-06-17,"The Elkins House ��� Truly Rare, Historic 5BR 3 Bath",entire home/apt
27949417,200.0,Manhattan, Tribeca,Daniel,2019-04-07,"Private room in TRIBECA Loft, elevator into apt!",private room
27949503,89.0,Manhattan, Murray Hill,Nick,2019-05-19,PARK AVE - Easiest Apartment to Get to in NYC,private room
27951475,60.0,Brooklyn, Bedford-Stuyvesant,Maka,2019-04-09,Brooklyn Apartment,private room
27952152,36.0,Brooklyn, Bedford-Stuyvesant,Melissa,2019-06-01,Ladies bedroom Bed 1,shared room
27952742,69.0,Bronx, Schuylerville,Sharon & Erika,2019-05-10,TW #7 Private Rm. 2nd Fl. Full Size Bed 1 Guest,private room
27952988,75.0,Brooklyn, Carroll Gardens,Michele,2019-06-03,"Light-drenched room in cozy, art-filled apartment",private room
27953771,125.0,Brooklyn, Cobble Hill,Lindsay,2019-07-05,Best Brooklyn location - stylish and comfortable,entire home/apt
27953850,55.0,Brooklyn, Bedford-Stuyvesant,Ann,2019-06-11,Amazing Private Room in BK,private room
27954057,90.0,Manhattan, East Harlem,Douglas,2019-05-18,"Spanish Harlem, NYC Apartment with Roofdeck Garden",private room
27954244,300.0,Manhattan, Hell's Kitchen,Marie,2019-06-23,Chelsea renovated 2 bedroom Apartment,entire home/apt
27954369,88.0,Brooklyn, Flatbush,Jennifer,2019-07-01,PRIVATE 1 BED IN APT OFF  PROSPECT PARK |  Q & B,private room
27955732,36.0,Brooklyn, Bedford-Stuyvesant,Melissa,2019-06-15,Ladies bedroom Bed 3,shared room
27956646,79.0,Brooklyn, Midwood,Andrei,2019-05-26,"Spacious, Sunny Room in BKLYN, NYC.",private room
27956689,80.0,Manhattan, East Village,Yaasha,2019-01-06,Spacious private room in the heart of EastVillage,private room
27957027,39.0,Brooklyn, Bedford-Stuyvesant,Austin,2019-06-28,Cozy Room With Access to Two Full Bathrooms,private room
27957371,43.0,Brooklyn, Bedford-Stuyvesant,Melissa,2019-06-12,Agate Bedroom,private room
27958825,394.0,Manhattan, Hell's Kitchen,William,2019-06-01,���SPRING/ SUMMER SALE ALERT��� 10 MIN TO TIMES SQUARE,entire home/apt
27959548,499.0,Manhattan, Hell's Kitchen,John,2019-06-07,"Authentic, Traditional NYC -  Walk to Times Square",entire home/apt
27959826,60.0,Brooklyn, Borough Park,ZhongJei,2019-06-03,Spacious room in Brooklyn by the subway!,private room
27960021,68.0,Brooklyn, Cypress Hills,Qusuquzah,2019-05-19,Cozy Room In Brooklyn,private room
27961870,70.0,Brooklyn, Bushwick,Michael,2019-06-11,Fresh room w/ skyline view in heart of Bushwick,private room
27961920,149.0,Manhattan, Hell's Kitchen,Teresa,2019-06-23,CORNER SUITE HIGH CELING in a Luxury Building,private room
27962373,69.0,Queens, Flushing,Chang,2019-06-24,Brand new independent one bedroom apartment,entire home/apt
27963195,95.0,Queens, Long Island City,Antonio,2019-06-24,"Nice, clean and large room. Peaceful place",private room
27963404,214.0,Manhattan, West Village,Cate,2019-05-07,West Village Prime Location Light and Chic,entire home/apt
27964166,269.0,Manhattan, Hell's Kitchen,Georgian,2019-06-27,Comfortable 2 bedroom apt in Times Square 5ppl,entire home/apt
27965802,30.0,Queens, Elmhurst,Rafael,2019-02-02,Cheap and Worth it!,private room
27966667,200.0,Brooklyn, Carroll Gardens,David,2019-07-06,Comfortable Carroll Gardens 2 BR Amazing Location,entire home/apt
27967580,39.0,Queens, Sunnyside,Kazuya,2019-05-10,"Lovely Room in Sunnsyide, 15 min ride to Manhattan",private room
27967600,38.0,Queens, Sunnyside,Kazuya,2019-06-23,A Nice and Warm Place to Stay in Sunnyside!,private room
27967621,65.0,Staten Island, Tompkinsville,Carrie,2019-06-16,"Private Guest Suite Close To Ferry, Colleges, RUMC",entire home/apt
27967972,70.0,Brooklyn, Bushwick,Yuting,2019-07-06,Bushwick Oasis | Gorgeous View,private room
27975725,30.0,Queens, South Ozone Park,Nikole,2019-05-01,"J- LUXURY SHARED ROOM, AC FREE WIFI+CABLE GARDEN",shared room
27978240,45.0,Manhattan, Inwood,Noah,2019-02-08,Private/Relaxing Queen PopUp bed 30min2timessqr,private room
27978257,90.0,Manhattan, Hell's Kitchen,H,2019-04-07,1BR/Studio Superb for a professional (Hidden by Airbnb) Home,entire home/apt
27982303,400.0,Manhattan, East Harlem,Juan,2019-01-02,Isaac apartament,entire home/apt
27985235,200.0,Manhattan, Kips Bay,Raul,2019-01-01,Large Lux Apt with Amazing NYC Views - Location!,entire home/apt
27986129,199.0,Manhattan, Hell's Kitchen,Will,2019-07-01,Times Square Apartment,entire home/apt
27987152,60.0,Brooklyn, East Flatbush,Sasha,2019-05-05,"Comfort Beds 4 mins to 2,5,3 4,trains to Manhattan",private room
27988211,195.0,Queens, Ridgewood,Alejandro,2019-07-07,Welcome Home To Ridgewood!,entire home/apt
27989656,115.0,Queens, Astoria,Roger,2019-06-29,Modern Luxury Studio in Heart of Astoria,entire home/apt
27989781,80.0,Manhattan, Harlem,Rachel Leigh,2019-06-27,Charming room in upper Manhattan,private room
27991020,200.0,Brooklyn, Prospect Heights,Jessica,2019-06-04,Prospect Suite,private room
27992581,639.0,Manhattan, Hell's Kitchen,Justin,2019-03-26,New Large Luxury Residence in Manhattan,entire home/apt
28001559,115.0,Queens, Sunnyside,Sammy,2019-06-25,Sunnyside's beauty,entire home/apt
28001862,225.0,Manhattan, East Village,Lou,2019-01-02,Garden Oasis,entire home/apt
28002057,140.0,Manhattan, West Village,Shaun,2019-06-26,Amazing Large Sunny Studio in Greenwich Village,entire home/apt
28004429,250.0,Manhattan, East Village,Stephanie,2019-06-11,Ideal New York Apartment,entire home/apt
28007178,125.0,Brooklyn, Midwood,Taitu,2019-01-01,"Spread Love, It's the Brooklyn Way!",entire home/apt
28008714,270.0,Manhattan, Hell's Kitchen,Alexis,2019-01-01,Spacious Deco Apt.- Columbus Circle,private room
28009721,72.0,Manhattan, Washington Heights,Maribel,2019-06-09,"Upper Manhattan room like a studio ""White room""",private room
28010820,100.0,Manhattan, Upper East Side,Ahmet,2019-06-09,Bedroom on UES,private room
28011594,68.0,Brooklyn, Flatbush,Lee And Teri,2019-06-08,Large Bedroom Steps from Subway (Ground Flr Room),private room
28011745,200.0,Brooklyn, Williamsburg,Philip,2019-05-30,Huge 1 bedroom in Williamsburg for Travelers,entire home/apt
28011840,129.0,Queens, East Elmhurst,Farhan,2019-06-21,Beautiful 2 Bedroom Apartment Near LGA and City,entire home/apt
28012031,80.0,Brooklyn, East Flatbush,Vanessa,2019-02-24,A Charming Hideout for a perfect weekend,entire home/apt
28012942,175.0,Manhattan, Upper East Side,Jason,2019-06-28,"Clean, Modern Studio. First floor access! #10292",entire home/apt
28013709,460.0,Manhattan, Murray Hill,Tassie,2019-06-30,Your Home Next to the Empire State Building,entire home/apt
28014073,89.0,Brooklyn, East Flatbush,Candace,2019-05-19,Heights,private room
28014495,55.0,Brooklyn, Bedford-Stuyvesant,Kevin,2019-05-05,Modern Sunlit Brooklyn Apartment,private room
28014842,76.0,Manhattan, East Harlem,Kazuya,2019-03-31,1BR Central park apartment with lots of sunshine!,entire home/apt
28015516,50.0,Brooklyn, Brownsville,Jewell,2019-06-10,Fanta Sea Home 3,private room
28016217,175.0,Brooklyn, Prospect-Lefferts Gardens,5 Star Stays,2019-07-07,Mercedes-Benz Home | Dinner for 50+ | Private Chef,entire home/apt
28020352,160.0,Manhattan, Gramercy,Nicolas,2019-05-28,Rare Downtown First Floor Apt w Private Backyard,entire home/apt
28025050,80.0,Manhattan, Washington Heights,Mira,2019-06-19,Comfortable New York City Apartment,entire home/apt
28025630,99.0,Manhattan, East Harlem,Judy,2019-06-02,Central Park master room with private bathroom.,private room
28026246,480.0,Brooklyn, Greenpoint,Selina,2019-06-12,Beautiful 4BDR Unit @Greenpoint 2stop to Manhattan,entire home/apt
28028868,60.0,Brooklyn, Bushwick,Ariel,2019-06-17,Private Bedroom B in Bushwick Minutes from Subways,private room
28029439,35.0,Brooklyn, Flatbush,Amaru,2019-06-29,Beautiful Bedroom in Brooklyn Apt,private room
28030557,110.0,Queens, East Elmhurst,Kenny,2019-03-30,Cozy 2 bedroom NYC apartment near LGA Airport,private room
28030637,60.0,Brooklyn, Kensington,Gabrielle,2019-06-30,Bedroom in a charming apartment near Prospect Park,private room
28031322,150.0,Staten Island, Stapleton,Rafael,2019-07-01,"Staten Island Gem,  4 bedroom duplex in St. George",entire home/apt
28031581,350.0,Brooklyn, Sheepshead Bay,Cebile,2019-06-25,Entire House For Rent In Brooklyn NY.,entire home/apt
28031654,65.0,Brooklyn, Bushwick,Mayda,2019-05-23,Private Room in Luxury BK Apartment,private room
28031717,298.0,Brooklyn, Williamsburg,Gonzalo,2019-01-01,"Artist retreat in East Williamsburg, Brooklyn",entire home/apt
28032779,101.0,Queens, Springfield Gardens,Christine,2019-06-24,The Sweet Suite,entire home/apt
28035852,165.0,Queens, Jamaica,Murtland,2019-06-17,Urban Oasis,entire home/apt
28041818,80.0,Queens, South Ozone Park,Cando,2019-07-05,Bedroom Two  in Private House Near JFK Airport,private room
28042014,80.0,Queens, South Ozone Park,Cando,2019-07-02,Bedroom One In Private House Near JFK Airport,private room
28042536,170.0,Manhattan, West Village,Christina,2019-07-07,Sunny&Quiet 1 Bed APT in central Greenwich Village,entire home/apt
28042839,530.0,Brooklyn, Crown Heights,Lucy,2019-05-20,"7BR, 4 Full Bath Duplex with Washer & Dryer",entire home/apt
28043195,34.0,Queens, South Ozone Park,Nikole,2019-02-23,J- HOTEL STYLE SHARE ROOM FOR 2PPL FREE CABLE WIFI,shared room
28044485,209.0,Manhattan, East Village,Jt,2019-06-16,Chic sun-filled dream home in East Village,entire home/apt
28045230,300.0,Manhattan, Upper West Side,Annie,2019-06-22,Central Park Getaway,entire home/apt
28046097,65.0,Brooklyn, Williamsburg,Amy,2019-06-30,Cozy Room in East Williamsburg Apartment,private room
28046416,45.0,Brooklyn, Borough Park,Linda,2019-02-16,Private Bedroom with queen sized bed,private room
28046851,105.0,Queens, Bellerose,Tamara,2019-05-31,Bellrose  Home - 15 minutes from both NYC airports,private room
28047666,220.0,Queens, Ditmars Steinway,Kais,2019-06-08,LaGuardia Private 3 Bedrooms Appartment for 6 Pax,private room
28049316,100.0,Manhattan, Hell's Kitchen,Leah,2019-05-06,CUTE APARTMENT WALKING DISTANCE TO NYC BEST SPOTS,private room
28049432,120.0,Brooklyn, Prospect-Lefferts Gardens,Nutrice,2019-07-06,Roomy and Relaxing Brooklyn Apartment,entire home/apt
28050441,110.0,Brooklyn, East Flatbush,Vaughn,2019-07-03,"Industrial Chic, Owners Suite",entire home/apt
28050532,97.0,Brooklyn, Midwood,Lili,2019-06-24,"Private Apartment: Brooklyn, NYC 40 Min to City",entire home/apt
28050688,75.0,Brooklyn, Williamsburg,Jordan,2019-05-19,Exposed Brick Bushwick Bedroom,private room
28050972,150.0,Manhattan, Financial District,Ricky,2019-06-25,Luxury 1BR 2 bed; no cleanup fee; fast response!,private room
28051505,50.0,Manhattan, Washington Heights,Mike,2019-06-20,Very large room near CUMC,private room
28052106,47.0,Manhattan, Washington Heights,Mike,2019-05-22,Small room near Columbia Uni med,private room
28052259,150.0,Manhattan, Kips Bay,David,2019-07-01,Manhattan Townhouse,private room
28052281,75.0,Brooklyn, Bushwick,Morgan,2019-07-01,Private Room in a Bushwick Retreat,private room
28053065,58.0,Queens, Astoria,Martin & Soledad,2019-07-01,Astoria Room,private room
28053907,150.0,Manhattan, Lower East Side,Giraud,2019-06-30,Sunny apartment in historic tenement building,entire home/apt
28053933,70.0,Manhattan, Washington Heights,Seyoum,2019-06-30,"Comfy, Convenient, & Private Rm In Manhattan NYC",private room
28054212,150.0,Brooklyn, Gowanus,Florence,2019-06-30,Brooklyn Serene Bedrooms,entire home/apt
28054489,130.0,Brooklyn, Bedford-Stuyvesant,Ashley,2019-01-14,Creative open floor studio,entire home/apt
28054901,53.0,Brooklyn, Bedford-Stuyvesant,Yulia,2019-06-25,Cozy and affordable,private room
28054965,200.0,Brooklyn, Crown Heights,Deloris,2019-06-23,Crown Heights Gem Easy Access to ALL,entire home/apt
28055277,35.0,Brooklyn, Bedford-Stuyvesant,Naomi,2019-06-22,"Home away from home
& (QTPOC artistic safe space)",private room
28057180,285.0,Brooklyn, Crown Heights,Lucy,2019-06-16,"New 4BR, 2Full Bath with Washer & Dryer",entire home/apt
28057894,245.0,Brooklyn, Crown Heights,Lucy,2019-05-30,Renovated 3BR 2 Full Bath with Washer & Dryer,entire home/apt
28068963,280.0,Bronx, Williamsbridge,Andy,2019-07-03,����?����?�NEW 2 level home 15min to the Beach ��� BOOK NOW,entire home/apt
28069265,60.0,Queens, Corona,Janet,2019-07-07,Skylit Private Bedroom for LGA & JFK layovers,private room
28073668,200.0,Manhattan, Midtown,Studioplus,2019-06-18,Cozy Studio Near ESB,entire home/apt
28073918,75.0,Brooklyn, Williamsburg,Tony,2019-05-28,"SUNNY PRIVATE BEDROOM IN WILLIAMSBURG, BROOKLYN!",private room
28074191,78.0,Brooklyn, Bushwick,Chris,2019-07-02,"Bright Room, Vibrant Area, 2 Blocks From Train",private room
28079986,65.0,Brooklyn, Flatbush,Sarahya,2019-06-22,Brooklyn Prospect Park Parade Ground Standard,private room
28081396,120.0,Queens, Springfield Gardens,Joshua,2019-06-23,Beautiful Spacious Shared Queens Apartment.,shared room
28081782,85.0,Queens, Flushing,Liqin,2019-06-16,Private room w/attached bath in hot of Flushing,private room
28082095,130.0,Bronx, Mott Haven,Charlie,2019-06-30,The BEST of SoBro,entire home/apt
28083637,80.0,Brooklyn, Flatbush,Sarahya,2019-06-22,Brooklyn Prospect Park South Master Suite,private room
28084157,89.0,Queens, Flushing,Liqin,2019-07-07,Couple room w/attached bath. In heart of Flushing,private room
28084536,40.0,Bronx, Concourse,Camilo,2019-06-29,Casa familiar,private room
28085491,185.0,Manhattan, Lower East Side,Greg,2019-07-04,1 Bedroom in NYC's Lower East Side! | Chinatown,entire home/apt
28089652,122.0,Brooklyn, Williamsburg,Emily,2019-07-02,Boho-Chic sleeps 4 TOP FLOOR penthouse prime WBURG,entire home/apt
28094626,55.0,Queens, Long Island City,Antonio,2019-07-01,"Large and clean room with a king size bed,",private room
28096650,30.0,Brooklyn, Bedford-Stuyvesant,Andrea,2019-06-27,Small Bedroom in Beautiful Duplex,private room
28097610,80.0,Brooklyn, Gravesend,Kathy,2019-06-23,relaxing bed and breakfast feel apartment.,entire home/apt
28100131,335.0,Brooklyn, Fort Greene,R R,2019-06-23,When modern renovation meets prewar details,entire home/apt
28100333,848.0,Manhattan, Harlem,SamariSankofa,2019-05-26,Respectful Beautiful Harlem Room,private room
28100624,75.0,Brooklyn, Bushwick,James,2019-05-28,Brooklyn Apartment,private room
28100877,55.0,Queens, Flushing,Ajay,2019-06-21,Queens Apartment downtown flushing,private room
28101762,175.0,Manhattan, Upper West Side,Robert,2019-07-02,Beautiful Brown stone in Central Park West,entire home/apt
28101852,150.0,Brooklyn, Bedford-Stuyvesant,Sam,2019-06-24,Hip Apartment in Brooklyn w/ lots of amenities,entire home/apt
28101926,48.0,Bronx, Clason Point,Jonathan,2019-06-22,Resort style living. Ferry to city 5 min walk.,private room
28104895,167.0,Manhattan, Chelsea,Carrie,2019-06-30,Cozy Chelsea Downtown Studio w/ Private Backyard,entire home/apt
28105301,169.0,Manhattan, Financial District,Sonder,2019-05-18,Sonder | 180 Water | Beautiful Studio + Rooftop,entire home/apt
28105759,110.0,Manhattan, Washington Heights,Axelle,2019-07-07,Spacious One-Bedroom apartment - Manhattan,entire home/apt
28107104,55.0,Queens, Jackson Heights,Samuel,2019-06-24,SPACIOUS AND PRIVATE BEDROOM NEW YORK,private room
28107465,85.0,Manhattan, Upper West Side,Ram Anthonie,2019-03-21,Cozy apt. with private room on UWS. Low price!,private room
28108863,200.0,Manhattan, Harlem,V,2019-06-23,Beautiful & Central Manhattan 1 Bedroom Apt,entire home/apt
28108959,100.0,Brooklyn, Prospect-Lefferts Gardens,Justin,2019-06-20,Sunny Prospect Park Studio,entire home/apt
28109059,59.0,Brooklyn, Crown Heights,Nina,2019-06-25,Private Room in Prime Crown Heights Location!,private room
28111213,68.0,Bronx, Mott Haven,Pm,2019-05-26,Luxurious+spacious room 10 mins from UES,private room
28121200,65.0,Queens, Ozone Park,Minying,2019-01-02,��������?��?�?����˥?�⩉?�����������#1,private room
28121788,165.0,Manhattan, Hell's Kitchen,Michael,2019-04-19,Beautiful & Bright One-Bedroom in Hells Kitchen,entire home/apt
28123818,45.0,Manhattan, Hell's Kitchen,Prav,2019-06-23,KING Room w Private Entrance - Times Square,private room
28125509,79.0,Manhattan, Upper West Side,Jeff,2019-07-04,Private bed/ bath in classic Upper West Side apt.,private room
28126530,244.0,Manhattan, Chelsea,Sonder,2019-03-31,Sonder | 21 Chelsea | Desirable 1BR + Rooftop,entire home/apt
28127009,65.0,Brooklyn, Bedford-Stuyvesant,Melissa,2019-06-16,Ruby Bedroom,private room
28127126,80.0,Manhattan, East Harlem,Jesse,2019-07-01,Chez Jesse Vacation Spot,private room
28129212,40.0,Brooklyn, Bushwick,Brian,2019-06-11,Intimate SIngle Room in Bushwick!,private room
28129366,280.0,Manhattan, Murray Hill,Chris,2019-06-29,Spacious 1 bedroom apartment in HEART of Manhattan,entire home/apt
28129565,99.0,Brooklyn, Prospect-Lefferts Gardens,Jonathan,2019-05-09,Fun Leffert's Gardens Suite,private room
28129668,160.0,Brooklyn, Cypress Hills,Kay,2019-04-21,Stunning Brand New Apartment 35m to NYC!!!,entire home/apt
28129768,65.0,Queens, Astoria,Alexandra,2019-04-10,Cozy private room,private room
28130741,104.0,Brooklyn, Prospect-Lefferts Gardens,Claire,2019-03-25,"Renovated, Stylish Apt! Next to Prospect Park",entire home/apt
28131065,60.0,Queens, Fresh Meadows,Gail,2019-06-20,"Beautiful Basement Apt in Fresh Meadows, Queens",entire home/apt
28133736,250.0,Manhattan, Gramercy,Selma,2019-06-27,Luxury Manhattan Loft w Huge Private Back Yard,entire home/apt
28133769,66.0,Manhattan, East Harlem,Jessi,2019-06-19,Cozy 1st fl spacious bdrm in 3 bdrm New York Apt,private room
28133914,85.0,Brooklyn, Bedford-Stuyvesant,Danila,2019-07-07,Private bedroom in Brooklyn apartment,private room
28134807,25.0,Brooklyn, Cypress Hills,Tong,2019-06-26,"Girls House -  ""Dandelion"" Single Bed �������?����",shared room
28135177,140.0,Manhattan, West Village,Camille,2019-05-13,West Village Dream - sunny bedroom,private room
28135693,25.0,Brooklyn, Cypress Hills,Tong,2019-06-30,"Girls House - ""Azalea"" Loft Upper Bed �������?����",shared room
28136026,25.0,Brooklyn, Cypress Hills,Tong,2019-06-19,"Girls House - ""Bauhinia"" Lower Bed �������?����",shared room
28136160,150.0,Manhattan, Hell's Kitchen,Marina,2019-05-23,Manhattan theater district,entire home/apt
28136987,134.0,Brooklyn, Bay Ridge,Wendy,2019-06-21,ParkView Modern Design New 4 Bedrooms Apartment,entire home/apt
28137345,140.0,Queens, Elmhurst,Katherine,2019-06-21,Just 10 minutes from Manhattan (S ),private room
28138840,100.0,Manhattan, East Harlem,Katelyn,2019-01-05,Big and bright private room,private room
28139041,190.0,Queens, Bayside,Sara,2019-01-01,New! 3B2B Bayside/3 blocks to train/25 min to NYC,entire home/apt
28149619,102.0,Brooklyn, Prospect-Lefferts Gardens,Richard,2019-07-01,Lefferts Gardens Enclave,entire home/apt
28151027,40.0,Brooklyn, Bedford-Stuyvesant,Naomi,2019-06-16,"Home sweet home
&(QTPOC artistic safe space)",private room
28152851,43.0,Queens, Woodside,Hiroki,2019-01-14,PRIME location 2min to train 20min Manhattan,private room
28153873,375.0,Manhattan, West Village,Julianne,2019-05-26,Idyllic West Village Full 2 bedroom,entire home/apt
28153938,156.0,Queens, Long Island City,Aj,2019-03-25,"Luxury modern oasis, 1 stop from Manhattan",entire home/apt
28154487,100.0,Brooklyn, Bedford-Stuyvesant,Nazanin,2019-03-15,Bed-Stuy one bedroom with Balcony,entire home/apt
28155197,115.0,Brooklyn, Crown Heights,Wendy,2019-06-16,Your home away from home!!,entire home/apt
28158237,109.0,Brooklyn, Bedford-Stuyvesant,Ronald,2019-06-24,"Warm, Bright and JUST RIGHT!
Brownstone",private room
28159221,99.0,Brooklyn, Bedford-Stuyvesant,Ronald,2019-07-01,"Relaxation Station :-D
Brownstone",private room
28160047,76.0,Brooklyn, Williamsburg,Adham,2019-06-23,Private Double Room in the heart of Williamsburg,private room
28160221,185.0,Queens, Springfield Gardens,Ade,2019-06-30,Upscale Living. Home Away from Home.,entire home/apt
28161907,150.0,Manhattan, Murray Hill,Juline,2019-06-20,Large & Luxury One Bedroom Apartment on 34th St,entire home/apt
28162058,225.0,Manhattan, Harlem,Florence,2019-06-22,Garden Loft Manhattan Apartment,entire home/apt
28165121,70.0,Brooklyn, Flatbush,Jewel,2019-07-02,"Large, Sunny Retreat- B/Q subway, Prospect Park!",private room
28179447,50.0,Queens, Arverne,Olayode,2019-07-01,"A COZY COMFY ROOM NEAR THE BEACH,STORES AND JFK",private room
28181405,57.0,Manhattan, Harlem,James,2019-06-28,Harlem Green - City College,private room
28181805,45.0,Manhattan, Harlem,James,2019-06-26,Harlem White - City College,shared room
28181827,90.0,Brooklyn, Bushwick,Soheil,2019-04-26,Newly built 1 BR apartment with private rooftop!,entire home/apt
28182350,90.0,Queens, Ozone Park,Howard,2019-06-19,Queens Beauty Close to Manhattan,entire home/apt
28184001,63.0,Queens, Astoria,James,2019-07-04,"Queens, Astoria - Apartment & Room with NYC view.",private room
28185867,42.0,Queens, Ditmars Steinway,Evelyn,2019-07-02,Zen & Cozy Room In Astoria,private room
28186096,160.0,Manhattan, East Village,Grayson,2019-04-24,Studio apt. w/ lofted queen bed in East Village,entire home/apt
28187115,430.0,Manhattan, Upper East Side,Brad,2019-07-04,French charm in Manhattan,entire home/apt
28187614,83.0,Queens, Jamaica,Ms. Debra,2019-06-23,"Warm, cozy, private entrance with 2 Full bathrooms",entire home/apt
28188131,95.0,Manhattan, East Harlem,Ruben,2019-06-23,Welcoming place in Upper East Side,private room
28188696,75.0,Brooklyn, Flatbush,Maria,2019-05-18,Steps 2 Prospect Park & 2 blocks 2Q Train cool apt,entire home/apt
28189904,48.0,Manhattan, Washington Heights,Mike,2019-06-21,Large room near Columbia Medical school,private room
28195632,150.0,Queens, Maspeth,Joe,2019-06-17,Queens Apartment #1,entire home/apt
28196106,150.0,Manhattan, East Harlem,Jean,2019-06-21,"*UES Private Bed/Bath - Quiet, Sunny, Central Park",private room
28200288,260.0,Manhattan, Midtown,Studioplus,2019-06-13,1 Bedroom Apartment Near ESB,entire home/apt
28202481,34.0,Brooklyn, Crown Heights,Ashton,2019-06-18,Best Futon in Brooklyn/ Minimal Apt,private room
28202752,85.0,Brooklyn, East New York,John,2019-06-10,Cozy cove,private room
28202825,179.0,Queens, East Elmhurst,Kam,2019-07-08,"Feel at home in NYC, 5 min from LGA With PARKING",entire home/apt
28204876,88.0,Brooklyn, Bensonhurst,Sophia,2019-07-03,Private modern studio suite with private bathroom,entire home/apt
28206135,50.0,Bronx, Morris Park,Steve,2019-06-22,Bronx ROOM #2 NYC-BEST DEAL,private room
28206177,85.0,Bronx, Morris Park,Steve,2019-05-31,Bronx Brand New Room #3,private room
28206615,56.0,Queens, Flushing,Cen,2019-06-23,�?��������?�˰�7��?��?���7�������?���?������(�ֱ���������),private room
28207491,75.0,Brooklyn, Crown Heights,Jaime,2019-07-01,Large One-bedroom Apartment in Crown Heights.,entire home/apt
28207627,69.0,Brooklyn, Crown Heights,Francisca,2019-06-23,Morning Glory,private room
28207954,95.0,Queens, Bellerose,Tamara,2019-05-31,Bellerose home 15 min both airport,private room
28208177,120.0,Queens, Flushing,Cen,2019-06-10,�?��������?�˰���?������8�������?�����������������,private room
28208416,55.0,Queens, Flushing,Cen,2019-03-10,�?��������?�˰���?���10������������(�ֱ���������)Queen size �?�,private room
28209194,261.0,Queens, Sunnyside,Martin,2019-06-23,Big and lovely apartment in Sunnyside NYC,entire home/apt
28213718,100.0,Bronx, Belmont,Adriana,2019-06-18,"""Sweet Home near to Bronx Zoo in Little Italy """,private room
28214075,120.0,Manhattan, Hell's Kitchen,Joshua,2019-06-30,HK AUTHENTIC TENEMENT UPDATED,private room
28215809,62.0,Manhattan, Harlem,Fiona,2019-05-03,Queen-Sized Private Bedroom in Historic Harlem,private room
28217921,89.0,Brooklyn, East Flatbush,Candace,2019-06-10,Heights IV,private room
